,NDC Description,NADAC_Per_Unit,Effective_Date,Pricing_Unit,OTC,Classification_for_Rate_Setting,rx_name,dosage
6147248,LABETALOL HCL 100 MG TABLET,0.18143,181017,EA,N,G,LABETALOL HCL,100 MG TABLET
6150532,LABETALOL HCL 200 MG TABLET,0.21680,181017,EA,N,G,LABETALOL HCL,200 MG TABLET
6150977,LABETALOL HCL 300 MG TABLET,0.31608,181017,EA,N,G,LABETALOL HCL,300 MG TABLET
702341,LAC-HYDRIN FIVE 5% LOTION,0.04318,160217,GM,Y,B,LAC-HYDRIN FIVE,5% LOTION
6139468,LACRISERT 5 MG EYE INSERT,7.50077,180105,EA,N,B,LACRISERT,5 MG EYE INSERT
2302640,"LACTASE 3,000 UNIT CAPLET",0.05806,150218,EA,Y,G,LACTASE,"3,000 UNIT CAPLET"
4602963,LACTATED RINGERS INJECTION,0.00508,160817,ML,N,G,LACTATED RINGERS INJECTION,
6147937,LACTULOSE 10 GM/15 ML SOLUTION,0.01409,181017,ML,N,G,LACTULOSE,10 GM/15 ML SOLUTION
6151068,LAMICTAL 100 MG TABLET,13.62428,181017,EA,N,B,LAMICTAL,100 MG TABLET
6149312,LAMICTAL 150 MG TABLET,14.94188,180101,EA,N,B,LAMICTAL,150 MG TABLET
6133201,LAMICTAL 200 MG TABLET,16.24686,181017,EA,N,B,LAMICTAL,200 MG TABLET
6127372,LAMICTAL 25 MG DISPER TABLET,12.30059,180221,EA,N,B,LAMICTAL,25 MG DISPER TABLET
6143498,LAMICTAL 25 MG TABLET,11.98260,180101,EA,N,B,LAMICTAL,25 MG TABLET
6148478,LAMICTAL ODT 100 MG TABLET,11.48680,180101,EA,N,B,LAMICTAL ODT,100 MG TABLET
6134934,LAMICTAL ODT 200 MG TABLET,13.68963,180101,EA,N,B,LAMICTAL ODT,200 MG TABLET
3209713,LAMICTAL ODT 25 MG TABLET,8.92556,150701,EA,N,B,LAMICTAL ODT,25 MG TABLET
6149630,LAMICTAL ODT 50 MG TABLET,10.69935,180101,EA,N,B,LAMICTAL ODT,50 MG TABLET
3192365,LAMICTAL ODT START KT (ORANGE),12.48195,150701,EA,N,B,LAMICTAL ODT START KT (ORANGE),
4158448,LAMICTAL TB START KIT (ORANGE),10.70915,160413,EA,N,B,LAMICTAL TB START KIT (ORANGE),
6131233,LAMICTAL XR 100 MG TABLET,22.27120,181017,EA,N,B,LAMICTAL XR,100 MG TABLET
6146884,LAMICTAL XR 200 MG TABLET,23.90096,181017,EA,N,B,LAMICTAL XR,200 MG TABLET
3839729,LAMICTAL XR 25 MG TABLET,9.16001,160101,EA,N,B,LAMICTAL XR,25 MG TABLET
3969073,LAMICTAL XR 250 MG TABLET,28.69955,160217,EA,N,B,LAMICTAL XR,250 MG TABLET
6128393,LAMICTAL XR 300 MG TABLET,36.13273,180523,EA,N,B,LAMICTAL XR,300 MG TABLET
6150217,LAMICTAL XR 50 MG TABLET,20.89160,180418,EA,N,B,LAMICTAL XR,50 MG TABLET
2984289,LAMISIL 125 MG GRANULES PACKET,10.23859,130221,EA,N,B,LAMISIL,125 MG GRANULES PACKET
6138356,LAMISIL AF DEFENS 1% SPRAY PWD,0.03824,181017,GM,Y,B,LAMISIL AF DEFENS,1% SPRAY PWD
2842265,LAMISIL AF DEFENSE 1% POWDER,0.03921,150422,GM,Y,B,LAMISIL AF DEFENSE,1% POWDER
2642091,LAMISIL AF DEFENSE CRM TO POWD,0.24173,141119,GM,Y,B,LAMISIL AF DEFENSE CRM TO POWD,
6147327,LAMISIL ANTIFUNGAL 1% SPRAY,0.05991,180822,ML,Y,B,LAMISIL ANTIFUNGAL,1% SPRAY
6147431,LAMISIL AT 1% CREAM,0.36867,181017,GM,Y,B-ANDA,LAMISIL AT,1% CREAM
3069639,LAMISIL AT 1% GEL,0.66633,130718,GM,Y,B,LAMISIL AT,1% GEL
5352634,LAMIVUDINE 10 MG/ML ORAL SOLN,0.32513,170809,ML,N,G,LAMIVUDINE,10 MG/ML ORAL SOLN
6132362,LAMIVUDINE 100 MG TABLET,3.58704,181017,EA,N,G,LAMIVUDINE,100 MG TABLET
6150285,LAMIVUDINE 150 MG TABLET,1.18728,180919,EA,N,G,LAMIVUDINE,150 MG TABLET
6150921,LAMIVUDINE 300 MG TABLET,1.65683,181017,EA,N,G,LAMIVUDINE,300 MG TABLET
6150084,LAMIVUDINE HBV 100 MG TABLET,3.58704,181017,EA,N,G,LAMIVUDINE HBV,100 MG TABLET
6148703,LAMIVUDINE-ZIDOVUDINE TABLET,1.63952,181017,EA,N,G,LAMIVUDINE-ZIDOVUDINE,TABLET
6149370,LAMOTRIGINE 100 MG TABLET,0.04803,181017,EA,N,G,LAMOTRIGINE,100 MG TABLET
6150568,LAMOTRIGINE 150 MG TABLET,0.06741,181017,EA,N,G,LAMOTRIGINE,150 MG TABLET
6149241,LAMOTRIGINE 200 MG TABLET,0.07417,181017,EA,N,G,LAMOTRIGINE,200 MG TABLET
6143614,LAMOTRIGINE 25 MG DISPER TAB,0.12061,181017,EA,N,G,LAMOTRIGINE,25 MG DISPER TAB
6150777,LAMOTRIGINE 25 MG TABLET,0.03399,181017,EA,N,G,LAMOTRIGINE,25 MG TABLET
6150987,LAMOTRIGINE 5 MG DISPER TABLET,0.11736,181017,EA,N,G,LAMOTRIGINE,5 MG DISPER TABLET
6150592,LAMOTRIGINE ER 100 MG TABLET,2.82235,181017,EA,N,G,LAMOTRIGINE ER,100 MG TABLET
6145566,LAMOTRIGINE ER 200 MG TABLET,3.26614,181017,EA,N,G,LAMOTRIGINE ER,200 MG TABLET
6149898,LAMOTRIGINE ER 25 MG TABLET,1.49324,181017,EA,N,G,LAMOTRIGINE ER,25 MG TABLET
6148404,LAMOTRIGINE ER 250 MG TABLET,10.50218,181017,EA,N,G,LAMOTRIGINE ER,250 MG TABLET
6143387,LAMOTRIGINE ER 300 MG TABLET,5.16349,181017,EA,N,G,LAMOTRIGINE ER,300 MG TABLET
6140125,LAMOTRIGINE ER 50 MG TABLET,3.06245,181017,EA,N,G,LAMOTRIGINE ER,50 MG TABLET
6130460,LAMOTRIGINE ODT 100 MG TABLET,6.06086,181017,EA,N,G,LAMOTRIGINE ODT,100 MG TABLET
6148162,LAMOTRIGINE ODT 200 MG TABLET,7.45142,180822,EA,N,G,LAMOTRIGINE ODT,200 MG TABLET
5989452,LAMOTRIGINE ODT 25 MG TABLET,5.80747,170920,EA,N,G,LAMOTRIGINE ODT,25 MG TABLET
6146356,LAMOTRIGINE ODT 50 MG TABLET,5.66789,181017,EA,N,G,LAMOTRIGINE ODT,50 MG TABLET
5768747,LANOXIN 125 MCG TABLET,11.36507,170913,EA,N,B,LANOXIN,125 MCG TABLET
5762722,LANOXIN 250 MCG TABLET,12.15650,171122,EA,N,B,LANOXIN,250 MCG TABLET
6148286,LANSOPRAZOL-AMOXICIL-CLARITHRO,3.31864,181017,EA,N,G,LANSOPRAZOL-AMOXICIL-CLARITHRO,
6150995,LANSOPRAZOLE DR 15 MG CAPSULE,0.38783,181017,EA,N,G,LANSOPRAZOLE DR,15 MG CAPSULE
6150762,LANSOPRAZOLE DR 30 MG CAPSULE,0.18952,181017,EA,N,G,LANSOPRAZOLE DR,30 MG CAPSULE
5909424,LANSOPRAZOLE ODT 15 MG TABLET,10.65433,180718,EA,N,G,LANSOPRAZOLE ODT,15 MG TABLET
6150070,LANSOPRAZOLE ODT 30 MG TABLET,10.94727,180822,EA,N,G,LANSOPRAZOLE ODT,30 MG TABLET
6143770,"LANTHANUM CARB 1,000 MG TB CHW",9.26272,181017,EA,N,G,LANTHANUM CARB,"1,000 MG TB CHW"
6145696,LANTUS 100 UNIT/ML VIAL,25.83798,180413,ML,N,B,LANTUS,100 UNIT/ML VIAL
4407068,LANTUS 100 UNITS/ML VIAL,24.06949,161123,ML,N,B,LANTUS,100 UNITS/ML VIAL
6142757,LANTUS SOLOSTAR 100 UNIT/ML,25.91467,180413,ML,N,B,LANTUS SOLOSTAR,100 UNIT/ML
4408250,LANTUS SOLOSTAR 100 UNITS/ML,23.89239,170118,ML,N,B,LANTUS SOLOSTAR,100 UNITS/ML
6143417,LARIN 1.5 MG-30 MCG TABLET,0.63762,181017,EA,N,G,LARIN,1.5 MG-30 MCG TABLET
6148585,LARIN 21 1-20 TABLET,0.35867,181017,EA,N,G,LARIN,21 1-20 TABLET
6138151,LARIN 24 FE 1 MG-20 MCG TABLET,1.10658,181017,EA,N,G,LARIN,24 FE 1 MG-20 MCG TABLET
6133820,LARIN FE 1-20 TABLET,0.26221,181017,EA,N,G,LARIN FE,1-20 TABLET
6132581,LARIN FE 1.5-30 TABLET,0.32642,181017,EA,N,G,LARIN FE,1.5-30 TABLET
6131474,LARISSIA-28 TABLET,0.26773,181017,EA,N,G,LARISSIA-28,TABLET
6145166,LASIX 20 MG TABLET,0.68931,180702,EA,N,B,LASIX,20 MG TABLET
6145244,LASIX 40 MG TABLET,0.96501,180702,EA,N,B,LASIX,40 MG TABLET
3520448,LASIX 80 MG TABLET,1.30604,160622,EA,N,B,LASIX,80 MG TABLET
6140878,LASTACAFT 0.25% EYE DROPS,68.31867,181017,ML,N,B,LASTACAFT,0.25% EYE DROPS
6150997,LATANOPROST 0.005% EYE DROPS,1.85816,181017,ML,N,G,LATANOPROST,0.005% EYE DROPS
6133781,LATISSE 0.03% EYELASH SOLUTION,31.65457,180822,ML,N,B,LATISSE,0.03% EYELASH SOLUTION
6135938,LATUDA 120 MG TABLET,58.41524,181017,EA,N,B,LATUDA,120 MG TABLET
6141823,LATUDA 20 MG TABLET,39.12633,181017,EA,N,B,LATUDA,20 MG TABLET
6147489,LATUDA 40 MG TABLET,39.17411,181017,EA,N,B,LATUDA,40 MG TABLET
6150958,LATUDA 60 MG TABLET,39.16154,181017,EA,N,B,LATUDA,60 MG TABLET
6148140,LATUDA 80 MG TABLET,39.17391,181017,EA,N,B,LATUDA,80 MG TABLET
2117865,LAX STOOL SOFTENER-SENNA TAB,0.02565,131218,EA,Y,G,LAX STOOL SOFTENER-SENNA TAB,
2935477,LAXATIVE 10 MG SUPPOSITORY,0.09005,150218,EA,Y,G,LAXATIVE,10 MG SUPPOSITORY
5112531,LAXATIVE 25 MG PILL,0.09875,161221,EA,Y,G,LAXATIVE,25 MG PILL
6135229,LAXATIVE 5 MG TABLET,0.05633,180620,EA,Y,G,LAXATIVE,5 MG TABLET
6148383,LAXATIVE EC 5 MG TABLET,0.03508,181017,EA,Y,G,LAXATIVE EC,5 MG TABLET
6146323,LAXATIVE FEMININE 5 MG TAB,0.05633,180620,EA,Y,G,LAXATIVE FEMININE,5 MG TAB
5128302,LAXATIVE MAX STRENGTH PILLS,0.09875,161221,EA,Y,G,LAXATIVE MAX STRENGTH PILLS,
6148376,LAYOLIS FE CHEWABLE TABLET,2.58560,181017,EA,N,G,LAYOLIS FE CHEWABLE,TABLET
6060507,LDR NICOTINE 2 MG CHEWING GUM,0.21985,180919,EA,Y,G,LDR NICOTINE,2 MG CHEWING GUM
5611241,LDR NICOTINE 4 MG CHEWING GUM,0.24239,180523,EA,Y,G,LDR NICOTINE,4 MG CHEWING GUM
3977398,LEADER 8-HR PAIN RELIEF 650 MG,0.06342,170222,EA,Y,G,LEADER,8-HR PAIN RELIEF 650 MG
6143240,LEENA 28 TABLET,0.51609,181017,EA,N,G,LEENA,28 TABLET
6149790,LEFLUNOMIDE 10 MG TABLET,1.90928,181017,EA,N,G,LEFLUNOMIDE,10 MG TABLET
6148011,LEFLUNOMIDE 20 MG TABLET,1.82958,181017,EA,N,G,LEFLUNOMIDE,20 MG TABLET
3057174,LESCOL 20 MG CAPSULE,5.03403,150106,EA,N,B,LESCOL,20 MG CAPSULE
2933780,LESCOL 40 MG CAPSULE,4.88570,150106,EA,N,B,LESCOL,40 MG CAPSULE
6149385,LESCOL XL 80 MG TABLET,10.45088,180103,EA,N,B,LESCOL XL,80 MG TABLET
6150630,LESSINA-28 TABLET,0.26773,181017,EA,N,G,LESSINA-28,TABLET
6145765,LETROZOLE 2.5 MG TABLET,0.13400,181017,EA,N,G,LETROZOLE,2.5 MG TABLET
6140501,LEUCOVORIN CALCIUM 10 MG TAB,5.87012,180221,EA,N,G,LEUCOVORIN CALCIUM,10 MG TAB
6145725,LEUCOVORIN CALCIUM 25 MG TAB,5.59488,181017,EA,N,G,LEUCOVORIN CALCIUM,25 MG TAB
6149457,LEUCOVORIN CALCIUM 5 MG TAB,0.83873,181017,EA,N,G,LEUCOVORIN CALCIUM,5 MG TAB
6129665,LEUKERAN 2 MG TABLET,23.55744,180117,EA,N,B,LEUKERAN,2 MG TABLET
6144769,LEVALBUTEROL 0.31 MG/3 ML SOL,0.45980,180822,ML,N,G,LEVALBUTEROL,0.31 MG/3 ML SOL
6132112,LEVALBUTEROL 0.63 MG/3 ML SOL,0.39158,181024,ML,N,G,LEVALBUTEROL,0.63 MG/3 ML SOL
6149041,LEVALBUTEROL 1.25 MG/3 ML SOL,0.33617,181017,ML,N,G,LEVALBUTEROL,1.25 MG/3 ML SOL
3948713,LEVALBUTEROL CONC 1.25 MG/0.5,5.24713,160217,EA,N,G,LEVALBUTEROL CONC,1.25 MG/0.5
6135305,LEVALBUTEROL TAR HFA 45 MCG INH,3.74080,181017,GM,N,G,LEVALBUTEROL TAR HFA,45 MCG INH
3843503,LEVAQUIN 250 MG TABLET,25.31571,160106,EA,N,B,LEVAQUIN,250 MG TABLET
3830989,LEVAQUIN 500 MG TABLET,28.59828,160106,EA,N,B,LEVAQUIN,500 MG TABLET
3838061,LEVAQUIN 750 MG TABLET,55.41149,160106,EA,N,B,LEVAQUIN,750 MG TABLET
6127371,LEVEMIR 100 UNITS/ML VIAL,28.12821,180703,ML,N,B,LEVEMIR,100 UNITS/ML VIAL
3699098,LEVEMIR FLEXPEN 100 UNITS/ML,26.08463,160622,ML,N,B,LEVEMIR FLEXPEN,100 UNITS/ML
6128340,LEVEMIR FLEXTOUCH 100 UNITS/ML,28.23043,180703,ML,N,B,LEVEMIR FLEXTOUCH,100 UNITS/ML
6148248,"LEVETIRACETAM 1,000 MG TABLET",0.22707,181017,EA,N,G,LEVETIRACETAM,"1,000 MG TABLET"
6150274,LEVETIRACETAM 100 MG/ML SOLN,0.03448,181017,ML,N,G,LEVETIRACETAM,100 MG/ML SOLN
6150283,LEVETIRACETAM 250 MG TABLET,0.07695,181017,EA,N,G,LEVETIRACETAM,250 MG TABLET
6151050,LEVETIRACETAM 500 MG TABLET,0.09372,181017,EA,N,G,LEVETIRACETAM,500 MG TABLET
6151118,LEVETIRACETAM 750 MG TABLET,0.14558,181017,EA,N,G,LEVETIRACETAM,750 MG TABLET
6139142,LEVETIRACETAM ER 500 MG TABLET,0.24473,181017,EA,N,G,LEVETIRACETAM ER,500 MG TABLET
6149540,LEVETIRACETAM ER 750 MG TABLET,0.40763,181017,EA,N,G,LEVETIRACETAM ER,750 MG TABLET
6144888,LEVITRA 10 MG TABLET,49.48345,180221,EA,N,B,LEVITRA,10 MG TABLET
6143685,LEVITRA 20 MG TABLET,49.69900,181017,EA,N,B,LEVITRA,20 MG TABLET
6141476,LEVITRA 5 MG TABLET,50.56938,180101,EA,N,B,LEVITRA,5 MG TABLET
6149018,LEVO-T 100 MCG TABLET,0.35398,181017,EA,N,G,LEVO-T,100 MCG TABLET
6133220,LEVO-T 112 MCG TABLET,0.42863,181017,EA,N,G,LEVO-T,112 MCG TABLET
6143084,LEVO-T 125 MCG TABLET,0.41788,181017,EA,N,G,LEVO-T,125 MCG TABLET
6132201,LEVO-T 137 MCG TABLET,0.42827,181017,EA,N,G,LEVO-T,137 MCG TABLET
6132639,LEVO-T 150 MCG TABLET,0.43539,181017,EA,N,G,LEVO-T,150 MCG TABLET
6146814,LEVO-T 175 MCG TABLET,0.52132,181017,EA,N,G,LEVO-T,175 MCG TABLET
6143357,LEVO-T 200 MCG TABLET,0.54424,181017,EA,N,G,LEVO-T,200 MCG TABLET
6142932,LEVO-T 25 MCG TABLET,0.27533,181017,EA,N,G,LEVO-T,25 MCG TABLET
6140916,LEVO-T 300 MCG TABLET,0.74435,181017,EA,N,G,LEVO-T,300 MCG TABLET
6150998,LEVO-T 50 MCG TABLET,0.29812,181017,EA,N,G,LEVO-T,50 MCG TABLET
6134173,LEVO-T 75 MCG TABLET,0.34484,181017,EA,N,G,LEVO-T,75 MCG TABLET
6139264,LEVO-T 88 MCG TABLET,0.34681,181017,EA,N,G,LEVO-T,88 MCG TABLET
6139428,LEVOBUNOLOL 0.5% EYE DROPS,0.79533,181017,ML,N,G,LEVOBUNOLOL,0.5% EYE DROPS
6134593,LEVOCARNITINE 1 G/10 ML SOLN,0.30797,181017,ML,N,G,LEVOCARNITINE,1 G/10 ML SOLN
4036591,LEVOCARNITINE 100 MG/ML SOLN,0.77418,170118,ML,N,G,LEVOCARNITINE,100 MG/ML SOLN
6137463,LEVOCARNITINE 330 MG TABLET,0.62224,180919,EA,N,G,LEVOCARNITINE,330 MG TABLET
6148910,LEVOCETIRIZINE 2.5 MG/5 ML SOL,0.31956,181017,ML,N,G,LEVOCETIRIZINE,2.5 MG/5 ML SOL
6149372,LEVOCETIRIZINE 5 MG TABLET,0.10507,181017,EA,N,G,LEVOCETIRIZINE,5 MG TABLET
6146579,LEVOFLOXACIN 0.5% EYE DROPS,6.74400,181017,ML,N,G,LEVOFLOXACIN,0.5% EYE DROPS
5567822,LEVOFLOXACIN 25 MG/ML SOLUTION,0.94123,170517,ML,N,G,LEVOFLOXACIN,25 MG/ML SOLUTION
6149867,LEVOFLOXACIN 250 MG TABLET,0.18787,181017,EA,N,G,LEVOFLOXACIN,250 MG TABLET
6146983,LEVOFLOXACIN 500 MG TABLET,0.14422,181017,EA,N,G,LEVOFLOXACIN,500 MG TABLET
6150064,LEVOFLOXACIN 750 MG TABLET,0.41058,181017,EA,N,G,LEVOFLOXACIN,750 MG TABLET
6151175,LEVONEST-28 TABLET,0.46274,181017,EA,N,G,LEVONEST-28,TABLET
6144411,LEVONO-E ESTRAD 0.10-0.02-0.01,0.90688,181017,EA,N,G,LEVONO-E ESTRAD,0.10-0.02-0.01
6130109,LEVONO-E ESTRAD 0.15-0.03-0.01,0.69864,181017,EA,N,G,LEVONO-E ESTRAD,0.15-0.03-0.01
6146795,LEVONOR-ETH ESTRA 0.09-0.02 MG,1.28019,181017,EA,N,G,LEVONOR-ETH ESTRA,0.09-0.02 MG
6148067,LEVONOR-ETH ESTRAD 0.1-0.02 MG,0.26773,181017,EA,N,G,LEVONOR-ETH ESTRAD,0.1-0.02 MG
6132862,LEVONOR-ETH ESTRAD 0.15-0.03,0.23146,181017,EA,N,G,LEVONOR-ETH ESTRAD,0.15-0.03
6149248,LEVONOR-ETH ESTRAD TRIPHASIC,0.46274,181017,EA,N,G,LEVONOR-ETH ESTRAD TRIPHASIC,
2343099,LEVONORG-ETH ESTRAD ETH ESTRAD,1.83085,150520,EA,N,G,LEVONORG-ETH ESTRAD ETH ESTRAD,
2942294,LEVONORGESTREL 0.75 MG TABLET,13.16643,150422,EA,N,G,LEVONORGESTREL,0.75 MG TABLET
6144826,LEVONORGESTREL 1.5 MG TABLET,15.02286,181017,EA,Y,G,LEVONORGESTREL,1.5 MG TABLET
6151133,LEVONORGESTREL-ETH ESTRAD 0.15 MG-0.03 MG TABLET,0.33114,181017,EA,N,G,LEVONORGESTREL-ETH ESTRAD,0.15 MG-0.03 MG TABLET
6144243,LEVORA-28 TABLET,0.23146,181017,EA,N,G,LEVORA-28,TABLET
3095504,LEVORPHANOL 2 MG TABLET,1.60676,150729,EA,N,G,LEVORPHANOL,2 MG TABLET
6149252,LEVOTHYROXINE 100 MCG TABLET,0.35398,181017,EA,N,G,LEVOTHYROXINE,100 MCG TABLET
6146900,LEVOTHYROXINE 112 MCG TABLET,0.42863,181017,EA,N,G,LEVOTHYROXINE,112 MCG TABLET
6147219,LEVOTHYROXINE 125 MCG TABLET,0.41788,181017,EA,N,G,LEVOTHYROXINE,125 MCG TABLET
6140305,LEVOTHYROXINE 137 MCG TABLET,0.42827,181017,EA,N,G,LEVOTHYROXINE,137 MCG TABLET
6149626,LEVOTHYROXINE 150 MCG TABLET,0.43539,181017,EA,N,G,LEVOTHYROXINE,150 MCG TABLET
6148958,LEVOTHYROXINE 175 MCG TABLET,0.52132,181017,EA,N,G,LEVOTHYROXINE,175 MCG TABLET
6148867,LEVOTHYROXINE 200 MCG TABLET,0.54424,181017,EA,N,G,LEVOTHYROXINE,200 MCG TABLET
6142063,LEVOTHYROXINE 25 MCG TABLET,0.27533,181017,EA,N,G,LEVOTHYROXINE,25 MCG TABLET
6146720,LEVOTHYROXINE 300 MCG TABLET,0.74435,181017,EA,N,G,LEVOTHYROXINE,300 MCG TABLET
6150708,LEVOTHYROXINE 50 MCG TABLET,0.29812,181017,EA,N,G,LEVOTHYROXINE,50 MCG TABLET
6146444,LEVOTHYROXINE 75 MCG TABLET,0.34484,181017,EA,N,G,LEVOTHYROXINE,75 MCG TABLET
6149562,LEVOTHYROXINE 88 MCG TABLET,0.34681,181017,EA,N,G,LEVOTHYROXINE,88 MCG TABLET
6144977,LEVOXYL 100 MCG TABLET,0.82258,180716,EA,N,B,LEVOXYL,100 MCG TABLET
6145525,LEVOXYL 112 MCG TABLET,0.94202,180716,EA,N,B,LEVOXYL,112 MCG TABLET
6147958,LEVOXYL 125 MCG TABLET,0.95100,180716,EA,N,B,LEVOXYL,125 MCG TABLET
6149688,LEVOXYL 137 MCG TABLET,0.98243,180716,EA,N,B,LEVOXYL,137 MCG TABLET
6146472,LEVOXYL 150 MCG TABLET,0.98647,180716,EA,N,B,LEVOXYL,150 MCG TABLET
6136578,LEVOXYL 175 MCG TABLET,1.18065,180716,EA,N,B,LEVOXYL,175 MCG TABLET
6150284,LEVOXYL 200 MCG TABLET,1.17527,180716,EA,N,B,LEVOXYL,200 MCG TABLET
6131089,LEVOXYL 25 MCG TABLET,0.63513,180716,EA,N,B,LEVOXYL,25 MCG TABLET
6144986,LEVOXYL 50 MCG TABLET,0.72113,180716,EA,N,B,LEVOXYL,50 MCG TABLET
6144509,LEVOXYL 75 MCG TABLET,0.79478,180716,EA,N,B,LEVOXYL,75 MCG TABLET
6131147,LEVOXYL 88 MCG TABLET,0.81902,180716,EA,N,B,LEVOXYL,88 MCG TABLET
6147703,LEXAPRO 10 MG TABLET,10.05863,180101,EA,N,B,LEXAPRO,10 MG TABLET
6136418,LEXAPRO 20 MG TABLET,10.48820,181017,EA,N,B,LEXAPRO,20 MG TABLET
6130138,LEXAPRO 5 MG TABLET,9.77673,180101,EA,N,B,LEXAPRO,5 MG TABLET
4955751,LEXAPRO 5 MG/5 ML SOLUTION,1.81026,170101,ML,N,B,LEXAPRO,5 MG/5 ML SOLUTION
5659855,LEXIVA 700 MG TABLET,18.59636,170621,EA,N,B,LEXIVA,700 MG TABLET
6135560,LIALDA DR 1.2 GM TABLET,9.00510,180418,EA,N,B,LIALDA DR,1.2 GM TABLET
2720353,LICE BEDDING SPRAY,0.02757,150218,GM,Y,G,LICE BEDDING SPRAY,
6132822,LICE KILLING SHAMPOO,0.03361,181017,ML,Y,G,LICE KILLING SHAMPOO,
3639824,LICE SOLUTION KIT,10.79500,151118,EA,Y,G,LICE SOLUTION KIT,
6136395,LICE TREATMENT 1% CREME RINSE,0.09698,181017,ML,Y,G,LICE TREATMENT,1% CREME RINSE
6147020,LICE TREATMENT SHAMPOO,0.03361,181017,ML,Y,G,LICE TREATMENT SHAMPOO,
3029760,"LIDOCAINE 1%-EPI 1:100,000",0.08834,150422,ML,N,G,LIDOCAINE,"1%-EPI 1:100,000"
6139902,LIDOCAINE 2% VISCOUS SOLN,0.07601,181017,ML,N,G,LIDOCAINE,2% VISCOUS SOLN
6139195,LIDOCAINE 3% CREAM,0.78930,181017,GM,N,G,LIDOCAINE,3% CREAM
2201822,LIDOCAINE 3%-HC 0.5% CREAM,1.69568,140319,GM,N,G,LIDOCAINE,3%-HC 0.5% CREAM
6146605,LIDOCAINE 4% CREAM,0.89323,181017,GM,Y,G,LIDOCAINE,4% CREAM
6150980,LIDOCAINE 5% OINTMENT,0.45750,181017,GM,N,G,LIDOCAINE,5% OINTMENT
6147452,LIDOCAINE 5% PATCH,2.74874,181017,EA,N,G,LIDOCAINE,5% PATCH
6139272,LIDOCAINE ANORECTAL 5% CREAM,0.42605,181017,GM,Y,G,LIDOCAINE ANORECTAL,5% CREAM
3947709,LIDOCAINE HCL 1% AMPUL,0.25018,160217,ML,N,G,LIDOCAINE HCL,1% AMPUL
5762534,LIDOCAINE HCL 1% VIAL,0.05977,170719,ML,N,G,LIDOCAINE HCL,1% VIAL
2989840,LIDOCAINE HCL 2% ABBOJECT,0.47056,150318,ML,N,G,LIDOCAINE HCL,2% ABBOJECT
6148242,LIDOCAINE HCL 2% JELLY,0.63960,181017,ML,N,G,LIDOCAINE HCL,2% JELLY
3031240,LIDOCAINE HCL 2% SYRINGE,0.47056,150318,ML,N,G,LIDOCAINE HCL,2% SYRINGE
4374358,LIDOCAINE HCL 2% VIAL,0.05690,160518,ML,N,G,LIDOCAINE HCL,2% VIAL
6146922,LIDOCAINE HCL 4% SOLUTION,0.53804,180718,ML,N,G,LIDOCAINE HCL,4% SOLUTION
5576605,LIDOCAINE-HC 3-0.5% CREAM,1.31612,170517,GM,N,G,LIDOCAINE-HC,3-0.5% CREAM
4586944,LIDOCAINE-HC 3-0.5% CREAM KIT,0.67733,160817,GM,N,G,LIDOCAINE-HC,3-0.5% CREAM KIT
4603098,LIDOCAINE-HC 3-1% CREAM KIT,120.59500,160817,EA,N,G,LIDOCAINE-HC,3-1% CREAM KIT
3966504,LIDOCAINE-HC 3-2.5% GEL KIT,240.49200,160217,EA,N,G,LIDOCAINE-HC,3-2.5% GEL KIT
6144569,LIDOCAINE-PRILOCAINE CREAM,0.30706,181017,GM,N,G,LIDOCAINE-PRILOCAINE CREAM,
6150207,LIDODERM 5% PATCH,15.17288,181017,EA,N,B,LIDODERM,5% PATCH
6130375,LILLOW-28 TABLET,0.23146,181017,EA,N,G,LILLOW-28,TABLET
6140046,LINCOCIN 300 MG/ML VIAL,15.97262,180101,ML,N,B,LINCOCIN,300 MG/ML VIAL
3527382,LINDANE 1% LOTION,1.76133,150923,ML,N,G,LINDANE,1% LOTION
6128826,LINDANE 1% SHAMPOO,1.75303,180321,ML,N,G,LINDANE,1% SHAMPOO
6150067,LINEZOLID 600 MG TABLET,2.94121,181017,EA,N,G,LINEZOLID,600 MG TABLET
6145897,LINZESS 145 MCG CAPSULE,12.39184,181017,EA,N,B,LINZESS,145 MCG CAPSULE
6150731,LINZESS 290 MCG CAPSULE,12.38960,181017,EA,N,B,LINZESS,290 MCG CAPSULE
6128164,LINZESS 72 MCG CAPSULE,12.37222,181017,EA,N,B,LINZESS,72 MCG CAPSULE
6142308,LIOTHYRONINE SOD 25 MCG TAB,1.04922,181017,EA,N,G,LIOTHYRONINE SOD,25 MCG TAB
6150373,LIOTHYRONINE SOD 5 MCG TAB,0.70099,181017,EA,N,G,LIOTHYRONINE SOD,5 MCG TAB
6148749,LIOTHYRONINE SOD 50 MCG TAB,1.38776,181017,EA,N,G,LIOTHYRONINE SOD,50 MCG TAB
6149978,LIPITOR 10 MG TABLET,9.61350,181017,EA,N,B,LIPITOR,10 MG TABLET
6140392,LIPITOR 20 MG TABLET,13.66369,180716,EA,N,B,LIPITOR,20 MG TABLET
6149929,LIPITOR 40 MG TABLET,13.73751,181017,EA,N,B,LIPITOR,40 MG TABLET
6147524,LIPITOR 80 MG TABLET,13.46079,180716,EA,N,B,LIPITOR,80 MG TABLET
6090960,LIPOFEN 150 MG CAPSULE,7.15418,171018,EA,N,B,LIPOFEN,150 MG CAPSULE
